timestamp,operation,status_code,latency_ms
2026-08-15T17:51:16.2516376+02:00,write,201,75.788
2026-08-15T17:51:16.2516376+02:00,write,201,89.997
2026-08-15T17:51:16.2516376+02:00,write,201,115.987
2026-08-15T17:51:16.2516376+02:00,write,201,130.021
2026-08-15T17:51:16.2516376+02:00,write,201,145.589
2026-08-15T17:51:16.2516376+02:00,write,201,145.589
2026-08-15T17:51:16.2522096+02:00,write,201,145.017
2026-08-15T17:51:16.2516376+02:00,write,201,145.589
2026-08-15T17:51:16.2510906+02:00,write,201,151.378
2026-08-15T17:51:16.2516376+02:00,write,201,150.831
2026-08-15T17:51:16.2516376+02:00,write,201,150.831
2026-08-15T17:51:16.2516376+02:00,write,201,150.831
2026-08-15T17:51:16.2516376+02:00,write,201,150.831
2026-08-15T17:51:16.2516376+02:00,write,201,150.831
2026-08-15T17:51:16.2510906+02:00,write,201,151.378
2026-08-15T17:51:16.2510906+02:00,write,201,151.378
2026-08-15T17:51:16.2516376+02:00,write,201,150.831
2026-08-15T17:51:16.2516376+02:00,write,201,151.946
2026-08-15T17:51:16.2510906+02:00,write,201,158.592
2026-08-15T17:51:16.2516376+02:00,write,201,179.190
2026-08-15T17:51:16.3416355+02:00,write,201,95.404
2026-08-15T17:51:16.3274264+02:00,read,200,110.601
2026-08-15T17:51:16.4024687+02:00,write,201,35.559
2026-08-15T17:51:16.3972268+02:00,write,201,41.803
2026-08-15T17:51:16.4024687+02:00,write,201,37.325
2026-08-15T17:51:16.4024687+02:00,write,201,37.325
2026-08-15T17:51:16.3676253+02:00,read,200,73.694
2026-08-15T17:51:16.3826567+02:00,read,200,61.991
2026-08-15T17:51:16.4024687+02:00,write,201,52.647
2026-08-15T17:51:16.4096834+02:00,write,201,45.432
2026-08-15T17:51:16.4380281+02:00,write,201,17.595
2026-08-15T17:51:16.4390303+02:00,write,201,20.167
2026-08-15T17:51:16.4024687+02:00,read,200,59.751
2026-08-15T17:51:16.4024687+02:00,read,200,59.751
2026-08-15T17:51:16.4024687+02:00,read,200,59.751
2026-08-15T17:51:16.4308285+02:00,read,200,31.391
2026-08-15T17:51:16.3972268+02:00,read,200,64.993
2026-08-15T17:51:16.3972268+02:00,read,200,68.679
2026-08-15T17:51:16.3972268+02:00,read,200,68.679
2026-08-15T17:51:16.4024687+02:00,read,200,63.437
2026-08-15T17:51:16.4024687+02:00,read,200,63.437
2026-08-15T17:51:16.4035837+02:00,read,200,62.322
2026-08-15T17:51:16.4397945+02:00,write,201,29.956
2026-08-15T17:51:16.4397945+02:00,read,200,33.966
2026-08-15T17:51:16.44132+02:00,read,200,32.440
2026-08-15T17:51:16.4446485+02:00,read,200,29.112
2026-08-15T17:51:16.4556238+02:00,read,200,18.137
2026-08-15T17:51:16.4551161+02:00,read,200,18.644
2026-08-15T17:51:16.4370398+02:00,read,200,36.721
2026-08-15T17:51:16.4390303+02:00,read,200,34.730
2026-08-15T17:51:16.4622199+02:00,write,201,13.067
2026-08-15T17:51:16.4622199+02:00,read,200,15.863
2026-08-15T17:51:16.4659062+02:00,write,201,27.401
2026-08-15T17:51:16.4737609+02:00,write,201,20.056
2026-08-15T17:51:16.4737609+02:00,write,201,20.056
2026-08-15T17:51:16.4737609+02:00,write,201,20.056
2026-08-15T17:51:16.4659062+02:00,read,200,29.454
2026-08-15T17:51:16.4591976+02:00,read,200,36.163
2026-08-15T17:51:16.4622199+02:00,read,200,33.140
2026-08-15T17:51:16.4622199+02:00,read,200,33.140
2026-08-15T17:51:16.4659062+02:00,read,200,29.454
2026-08-15T17:51:16.4551161+02:00,read,200,40.244
2026-08-15T17:51:16.4659062+02:00,read,200,31.796
2026-08-15T17:51:16.4659062+02:00,read,200,31.796
2026-08-15T17:51:16.4622199+02:00,read,200,35.483
