timestamp,operation,status_code,latency_ms
2026-08-15T09:51:19.904000152Z,write,201,52.812
2026-08-15T09:51:19.90333006Z,write,201,53.631
2026-08-15T09:51:19.903202312Z,write,201,53.861
2026-08-15T09:51:19.903651992Z,write,201,53.843
2026-08-15T09:51:19.904068152Z,write,201,53.524
2026-08-15T09:51:19.903491788Z,write,201,56.676
2026-08-15T09:51:19.904170355Z,write,201,56.198
2026-08-15T09:51:19.903034925Z,write,201,57.432
2026-08-15T09:51:19.904485825Z,write,201,90.157
2026-08-15T09:51:19.903044779Z,write,201,99.443
2026-08-15T09:51:19.903994904Z,write,201,111.291
2026-08-15T09:51:19.90389124Z,write,201,111.623
2026-08-15T09:51:19.903761485Z,write,201,111.974
2026-08-15T09:51:19.904544593Z,write,201,111.806
2026-08-15T09:51:19.904332178Z,write,201,112.470
2026-08-15T09:51:19.903392426Z,write,201,114.221
2026-08-15T09:51:19.904399774Z,write,201,113.592
2026-08-15T09:51:19.904140777Z,write,201,114.169
2026-08-15T09:51:19.904252125Z,write,201,114.061
2026-08-15T09:51:19.904243316Z,write,201,116.870
2026-08-15T09:51:19.956985364Z,write,201,64.857
2026-08-15T09:51:19.960386579Z,write,201,62.776
2026-08-15T09:51:19.960201457Z,write,201,63.125
2026-08-15T09:51:19.960480274Z,write,201,63.230
2026-08-15T09:51:19.957601981Z,read,200,67.412
2026-08-15T09:51:19.9575233Z,write,201,67.714
2026-08-15T09:51:19.956871818Z,read,200,68.579
2026-08-15T09:51:19.957073842Z,read,200,71.819
2026-08-15T09:51:20.002519753Z,read,200,36.557
2026-08-15T09:51:20.017636964Z,write,201,25.584
2026-08-15T09:51:20.023740429Z,write,201,19.955
2026-08-15T09:51:20.018010271Z,write,201,25.338
2026-08-15T09:51:20.016815445Z,read,200,30.081
2026-08-15T09:51:20.025461614Z,read,200,21.822
2026-08-15T09:51:19.994668779Z,read,200,52.710
2026-08-15T09:51:20.023184756Z,write,201,24.552
2026-08-15T09:51:20.015335564Z,read,200,34.868
2026-08-15T09:51:20.015532362Z,read,200,34.887
2026-08-15T09:51:20.018324476Z,read,200,32.307
2026-08-15T09:51:20.021855249Z,read,200,28.948
2026-08-15T09:51:20.025267589Z,write,201,26.200
2026-08-15T09:51:20.02333706Z,read,200,30.155
2026-08-15T09:51:20.015746994Z,read,200,37.767
2026-08-15T09:51:20.021127369Z,read,200,32.750
2026-08-15T09:51:20.016363397Z,read,200,40.655
2026-08-15T09:51:20.025025941Z,read,200,32.218
2026-08-15T09:51:20.043723785Z,write,201,14.600
2026-08-15T09:51:20.018327199Z,read,200,43.765
2026-08-15T09:51:20.039150103Z,read,200,23.359
2026-08-15T09:51:20.047323064Z,write,201,16.475
2026-08-15T09:51:20.047768603Z,write,201,16.340
2026-08-15T09:51:20.043246623Z,read,200,22.190
2026-08-15T09:51:20.050655284Z,read,200,17.830
2026-08-15T09:51:20.053505126Z,read,200,14.924
2026-08-15T09:51:20.043788126Z,read,200,25.005
2026-08-15T09:51:20.050814211Z,read,200,18.057
2026-08-15T09:51:20.047416172Z,read,200,21.568
2026-08-15T09:51:20.04691285Z,read,200,22.642
2026-08-15T09:51:20.057265957Z,write,201,14.844
2026-08-15T09:51:20.050432142Z,read,200,27.392
2026-08-15T09:51:20.053523479Z,read,200,24.641
2026-08-15T09:51:20.050216682Z,read,200,28.147
2026-08-15T09:51:20.058340588Z,read,200,20.177
2026-08-15T09:51:20.051480619Z,read,200,27.235
2026-08-15T09:51:20.053893327Z,read,200,24.905
2026-08-15T09:51:20.063822192Z,write,201,19.333
2026-08-15T09:51:20.062528569Z,write,201,21.177
2026-08-15T09:51:20.057032622Z,read,200,31.773
2026-08-15T09:51:20.068884435Z,write,201,20.469
2026-08-15T09:51:20.06211078Z,read,200,28.299
2026-08-15T09:51:20.065446797Z,read,200,25.413
2026-08-15T09:51:20.064157833Z,read,200,26.890
2026-08-15T09:51:20.068815831Z,write,201,22.335
2026-08-15T09:51:20.068994955Z,read,200,24.000
2026-08-15T09:51:20.068520306Z,read,200,26.187
2026-08-15T09:51:20.083182071Z,write,201,12.320
2026-08-15T09:51:20.072188391Z,read,200,24.758
2026-08-15T09:51:20.069567288Z,read,200,27.804
2026-08-15T09:51:20.078807859Z,read,200,18.747
2026-08-15T09:51:20.068731247Z,read,200,28.992
2026-08-15T09:51:20.078373946Z,read,200,21.041
2026-08-15T09:51:20.077845276Z,read,200,21.948
2026-08-15T09:51:20.07817912Z,read,200,21.784
2026-08-15T09:51:20.078529799Z,read,200,21.508
2026-08-15T09:51:20.078726614Z,read,200,21.613
2026-08-15T09:51:20.090872416Z,read,200,14.533
2026-08-15T09:51:20.094731608Z,write,201,11.939
2026-08-15T09:51:20.091058246Z,read,200,18.053
2026-08-15T09:51:20.095520871Z,write,201,15.935
2026-08-15T09:51:20.100357063Z,write,201,24.998
2026-08-15T09:51:20.097744153Z,write,201,28.049
2026-08-15T09:51:20.099979738Z,write,201,25.940
2026-08-15T09:51:20.100050073Z,write,201,25.959
2026-08-15T09:51:20.089381483Z,read,200,38.216
2026-08-15T09:51:20.090422853Z,read,200,37.891
2026-08-15T09:51:20.091174958Z,read,200,38.084
2026-08-15T09:51:20.093024807Z,read,200,36.619
2026-08-15T09:51:20.083719064Z,read,200,46.069
2026-08-15T09:51:20.088826903Z,read,200,42.793
2026-08-15T09:51:20.106695256Z,write,201,27.622
2026-08-15T09:51:20.099434383Z,write,201,35.092
2026-08-15T09:51:20.097384845Z,read,200,37.663
2026-08-15T09:51:20.096960333Z,read,200,39.546
2026-08-15T09:51:20.126023207Z,write,201,25.431
2026-08-15T09:51:20.105445628Z,write,201,46.188
2026-08-15T09:51:20.125820232Z,write,201,25.977
2026-08-15T09:51:20.128347597Z,write,201,24.439
2026-08-15T09:51:20.129279594Z,write,201,28.354
2026-08-15T09:51:20.099805598Z,read,200,60.300
2026-08-15T09:51:20.129662681Z,write,201,30.668
2026-08-15T09:51:20.125949518Z,read,200,34.550
2026-08-15T09:51:20.111538916Z,read,200,49.925
2026-08-15T09:51:20.134548787Z,write,201,28.995
2026-08-15T09:51:20.097565752Z,read,200,67.807
2026-08-15T09:51:20.109128584Z,read,200,56.369
2026-08-15T09:51:20.131685568Z,read,200,38.438
2026-08-15T09:51:20.134332374Z,read,200,35.926
2026-08-15T09:51:20.135060689Z,read,200,35.528
2026-08-15T09:51:20.129800742Z,read,200,41.423
2026-08-15T09:51:20.157722138Z,write,201,13.977
2026-08-15T09:51:20.15181295Z,write,201,20.203
2026-08-15T09:51:20.136519325Z,read,200,36.752
2026-08-15T09:51:20.151646472Z,read,200,25.710
2026-08-15T09:51:20.151477125Z,read,200,27.762
2026-08-15T09:51:20.161485642Z,write,201,19.182
2026-08-15T09:51:20.152801269Z,read,200,30.209
2026-08-15T09:51:20.163759Z,write,201,19.589
2026-08-15T09:51:20.170273082Z,write,201,13.197
2026-08-15T09:51:20.16550937Z,read,200,22.427
2026-08-15T09:51:20.160509871Z,read,200,33.194
2026-08-15T09:51:20.160343856Z,read,200,33.519
2026-08-15T09:51:20.173348139Z,write,201,23.159
2026-08-15T09:51:20.16012443Z,read,200,39.104
2026-08-15T09:51:20.171712684Z,read,200,30.530
2026-08-15T09:51:20.170154736Z,write,201,32.112
2026-08-15T09:51:20.171236671Z,read,200,31.009
2026-08-15T09:51:20.180695112Z,write,201,22.707
2026-08-15T09:51:20.179261665Z,read,200,24.469
2026-08-15T09:51:20.172028411Z,read,200,31.774
2026-08-15T09:51:20.177454212Z,write,201,26.941
2026-08-15T09:51:20.165386229Z,read,200,45.429
2026-08-15T09:51:20.170601184Z,read,200,41.242
2026-08-15T09:51:20.1992824Z,write,201,16.726
2026-08-15T09:51:20.204413997Z,write,201,12.350
2026-08-15T09:51:20.183361204Z,read,200,37.712
2026-08-15T09:51:20.203742366Z,read,200,17.445
2026-08-15T09:51:20.193884164Z,read,200,27.723
2026-08-15T09:51:20.187956967Z,read,200,33.774
2026-08-15T09:51:20.1834837Z,read,200,39.840
2026-08-15T09:51:20.203426041Z,write,201,20.570
2026-08-15T09:51:20.193726047Z,read,200,30.853
2026-08-15T09:51:20.18302926Z,read,200,41.873
2026-08-15T09:51:20.19652397Z,read,200,28.635
2026-08-15T09:51:20.202258832Z,read,200,27.058
2026-08-15T09:51:20.20227766Z,read,200,27.112
2026-08-15T09:51:20.211869626Z,write,201,19.581
2026-08-15T09:51:20.203811201Z,read,200,30.719
2026-08-15T09:51:20.20237108Z,read,200,32.780
2026-08-15T09:51:20.216027429Z,read,200,19.711
2026-08-15T09:51:20.216780452Z,read,200,21.402
2026-08-15T09:51:20.210837192Z,read,200,27.770
2026-08-15T09:51:20.2216508Z,write,201,27.662
2026-08-15T09:51:20.221110773Z,write,201,28.339
2026-08-15T09:51:20.223356984Z,write,201,31.376
2026-08-15T09:51:20.224017018Z,write,201,31.252
2026-08-15T09:51:20.229405833Z,write,201,26.584
2026-08-15T09:51:20.225174824Z,write,201,31.140
2026-08-15T09:51:20.224597674Z,write,201,32.630
2026-08-15T09:51:20.22491385Z,read,200,32.906
2026-08-15T09:51:20.221741142Z,read,200,36.645
2026-08-15T09:51:20.235749885Z,read,200,24.292
2026-08-15T09:51:20.229329748Z,read,200,30.891
2026-08-15T09:51:20.249473415Z,write,201,10.900
2026-08-15T09:51:20.238629803Z,read,200,21.901
2026-08-15T09:51:20.221200065Z,read,200,39.487
2026-08-15T09:51:20.2345446Z,read,200,26.309
2026-08-15T09:51:20.249343284Z,read,200,16.681
2026-08-15T09:51:20.257246447Z,write,201,19.816
2026-08-15T09:51:20.255318333Z,write,201,21.972
2026-08-15T09:51:20.258405245Z,write,201,19.116
2026-08-15T09:51:20.256343114Z,write,201,21.321
2026-08-15T09:51:20.257832037Z,read,200,22.247
2026-08-15T09:51:20.256002746Z,read,200,25.336
2026-08-15T09:51:20.254756021Z,read,200,28.606
2026-08-15T09:51:20.277686152Z,write,201,9.489
2026-08-15T09:51:20.260870506Z,write,201,27.529
2026-08-15T09:51:20.260542571Z,read,200,29.552
2026-08-15T09:51:20.260232855Z,read,200,30.300
2026-08-15T09:51:20.260054424Z,read,200,30.881
2026-08-15T09:51:20.26039543Z,read,200,31.003
2026-08-15T09:51:20.281364764Z,write,201,13.958
2026-08-15T09:51:20.260696863Z,read,200,36.813
2026-08-15T09:51:20.277533422Z,read,200,20.134
2026-08-15T09:51:20.277327757Z,read,200,20.549
2026-08-15T09:51:20.283374048Z,read,200,14.662
2026-08-15T09:51:20.277086163Z,read,200,22.107
2026-08-15T09:51:20.266043074Z,read,200,33.215
2026-08-15T09:51:20.280093407Z,read,200,19.252
2026-08-15T09:51:20.287206679Z,write,201,18.745
2026-08-15T09:51:20.290957636Z,write,201,15.132
2026-08-15T09:51:20.288414994Z,read,200,19.839
2026-08-15T09:51:20.290108942Z,read,200,21.072
2026-08-15T09:51:20.29789471Z,write,201,16.086
2026-08-15T09:51:20.291417228Z,write,201,22.704
2026-08-15T09:51:20.290545711Z,read,200,27.176
2026-08-15T09:51:20.297687939Z,write,201,27.891
2026-08-15T09:51:20.299360969Z,write,201,26.333
2026-08-15T09:51:20.305986267Z,write,201,21.160
2026-08-15T09:51:20.299269818Z,read,200,31.471
2026-08-15T09:51:20.30610887Z,write,201,24.924
2026-08-15T09:51:20.308271073Z,read,200,23.964
2026-08-15T09:51:20.295338675Z,read,200,37.788
2026-08-15T09:51:20.311198443Z,read,200,22.139
2026-08-15T09:51:20.297525222Z,read,200,36.001
2026-08-15T09:51:20.298047019Z,read,200,37.978
2026-08-15T09:51:20.299205627Z,read,200,41.001
2026-08-15T09:51:20.330760911Z,write,201,25.888
2026-08-15T09:51:20.314005846Z,write,201,42.766
2026-08-15T09:51:20.327170993Z,write,201,29.672
2026-08-15T09:51:20.325609803Z,write,201,31.331
2026-08-15T09:51:20.3310543Z,write,201,25.958
2026-08-15T09:51:20.317749475Z,write,201,39.784
2026-08-15T09:51:20.314133914Z,read,200,46.418
2026-08-15T09:51:20.333147179Z,write,201,27.803
2026-08-15T09:51:20.333347828Z,read,200,28.466
2026-08-15T09:51:20.340223508Z,read,200,22.046
2026-08-15T09:51:20.325707072Z,read,200,37.022
2026-08-15T09:51:20.336039776Z,read,200,27.091
2026-08-15T09:51:20.333535511Z,read,200,29.908
2026-08-15T09:51:20.332249849Z,read,200,31.716
2026-08-15T09:51:20.357547392Z,read,200,11.150
2026-08-15T09:51:20.357021061Z,read,200,12.480
2026-08-15T09:51:20.360566853Z,read,200,19.684
2026-08-15T09:51:20.356673232Z,read,200,24.099
2026-08-15T09:51:20.356863682Z,write,201,24.110
2026-08-15T09:51:20.362317042Z,write,201,21.004
2026-08-15T09:51:20.356783377Z,read,200,27.751
2026-08-15T09:51:20.36182619Z,read,200,23.379
2026-08-15T09:51:20.363986461Z,write,201,22.008
2026-08-15T09:51:20.356958081Z,write,201,29.207
2026-08-15T09:51:20.36345545Z,read,200,24.669
2026-08-15T09:51:20.362740871Z,read,200,25.543
2026-08-15T09:51:20.360964041Z,read,200,27.480
2026-08-15T09:51:20.363143581Z,read,200,25.528
2026-08-15T09:51:20.368760358Z,write,201,31.119
2026-08-15T09:51:20.380992037Z,write,201,19.644
2026-08-15T09:51:20.386180161Z,write,201,14.909
2026-08-15T09:51:20.385277744Z,write,201,17.108
2026-08-15T09:51:20.369515604Z,read,200,33.995
2026-08-15T09:51:20.380275069Z,read,200,26.158
2026-08-15T09:51:20.380785656Z,read,200,26.855
2026-08-15T09:51:20.388318301Z,write,201,24.998
2026-08-15T09:51:20.403535351Z,write,201,9.974
2026-08-15T09:51:20.386007057Z,read,200,28.530
2026-08-15T09:51:20.388455245Z,read,200,27.247
2026-08-15T09:51:20.400650043Z,read,200,15.978
2026-08-15T09:51:20.38333491Z,read,200,33.502
2026-08-15T09:51:20.388683187Z,read,200,31.381
2026-08-15T09:51:20.401107354Z,read,200,19.137
2026-08-15T09:51:20.384548409Z,read,200,38.690
2026-08-15T09:51:20.388138459Z,read,200,36.644
2026-08-15T09:51:20.413528891Z,write,201,12.380
2026-08-15T09:51:20.406458439Z,write,201,19.701
2026-08-15T09:51:20.413359374Z,write,201,15.636
2026-08-15T09:51:20.416642138Z,read,200,16.047
2026-08-15T09:51:20.42326289Z,write,201,9.695
2026-08-15T09:51:20.414561535Z,read,200,19.341
2026-08-15T09:51:20.42622322Z,read,200,7.874
2026-08-15T09:51:20.402398473Z,read,200,31.926
2026-08-15T09:51:20.424812172Z,read,200,9.667
2026-08-15T09:51:20.42026216Z,read,200,14.336
2026-08-15T09:51:20.407655031Z,read,200,30.124
2026-08-15T09:51:20.399896472Z,read,200,38.221
2026-08-15T09:51:20.425922425Z,read,200,15.545
2026-08-15T09:51:20.420079313Z,read,200,21.613
2026-08-15T09:51:20.416848673Z,read,200,25.080
2026-08-15T09:51:20.415755223Z,read,200,26.250
2026-08-15T09:51:20.432971673Z,read,200,13.615
2026-08-15T09:51:20.432715942Z,write,201,20.768
2026-08-15T09:51:20.434514263Z,write,201,20.415
2026-08-15T09:51:20.441715589Z,write,201,14.904
2026-08-15T09:51:20.437805988Z,write,201,18.943
2026-08-15T09:51:20.42901082Z,read,200,29.723
2026-08-15T09:51:20.434608145Z,read,200,24.217
2026-08-15T09:51:20.43433674Z,read,200,24.585
2026-08-15T09:51:20.434109469Z,read,200,24.884
2026-08-15T09:51:20.433915531Z,read,200,25.149
2026-08-15T09:51:20.442014785Z,read,200,19.349
2026-08-15T09:51:20.441494476Z,write,201,19.990
2026-08-15T09:51:20.441941388Z,read,200,25.834
2026-08-15T09:51:20.456760166Z,read,200,11.559
2026-08-15T09:51:20.438130199Z,read,200,32.093
2026-08-15T09:51:20.456635462Z,read,200,13.856
2026-08-15T09:51:20.458845901Z,write,201,16.385
2026-08-15T09:51:20.446613875Z,read,200,29.047
2026-08-15T09:51:20.45496079Z,write,201,21.187
2026-08-15T09:51:20.475710186Z,read,200,4.346
2026-08-15T09:51:20.453520166Z,read,200,26.793
2026-08-15T09:51:20.470510696Z,read,200,9.998
2026-08-15T09:51:20.458750206Z,read,200,21.955
2026-08-15T09:51:20.458931219Z,read,200,21.975
2026-08-15T09:51:20.461495426Z,read,200,19.594
2026-08-15T09:51:20.467836111Z,write,201,13.566
2026-08-15T09:51:20.470251416Z,read,200,11.325
2026-08-15T09:51:20.468334405Z,read,200,13.417
2026-08-15T09:51:20.459073404Z,read,200,22.894
2026-08-15T09:51:20.461379665Z,read,200,20.836
2026-08-15T09:51:20.459002204Z,read,200,23.409
2026-08-15T09:51:20.480072717Z,read,200,10.337
2026-08-15T09:51:20.481100798Z,read,200,10.081
2026-08-15T09:51:20.480922207Z,write,201,11.278
2026-08-15T09:51:20.480329961Z,read,200,14.325
2026-08-15T09:51:20.480529987Z,write,201,25.673
2026-08-15T09:51:20.476160364Z,read,200,32.944
2026-08-15T09:51:20.481419648Z,write,201,31.710
2026-08-15T09:51:20.481994263Z,write,201,31.464
2026-08-15T09:51:20.482427041Z,write,201,31.121
2026-08-15T09:51:20.475260712Z,write,201,38.366
2026-08-15T09:51:20.481766862Z,write,201,31.921
2026-08-15T09:51:20.49468212Z,write,201,22.517
2026-08-15T09:51:20.506263968Z,write,201,12.237
2026-08-15T09:51:20.48071649Z,read,200,38.328
2026-08-15T09:51:20.481586952Z,read,200,37.673
2026-08-15T09:51:20.492215016Z,read,200,30.316
2026-08-15T09:51:20.482263004Z,read,200,40.393
2026-08-15T09:51:20.491198417Z,read,200,31.537
2026-08-15T09:51:20.490432706Z,read,200,32.385
2026-08-15T09:51:20.513700639Z,write,201,15.495
2026-08-15T09:51:20.509163919Z,write,201,20.344
2026-08-15T09:51:20.513187826Z,write,201,16.581
2026-08-15T09:51:20.51356542Z,write,201,28.361
2026-08-15T09:51:20.522556792Z,write,201,20.251
2026-08-15T09:51:20.522750068Z,write,201,20.298
2026-08-15T09:51:20.522666559Z,read,200,22.072
2026-08-15T09:51:20.529229074Z,write,201,15.662
2026-08-15T09:51:20.513472087Z,read,200,32.625
2026-08-15T09:51:20.519271055Z,read,200,27.828
2026-08-15T09:51:20.518515948Z,read,200,29.192
2026-08-15T09:51:20.529796063Z,read,200,18.894
2026-08-15T09:51:20.547111607Z,read,200,3.239
2026-08-15T09:51:20.542823383Z,read,200,7.711
2026-08-15T09:51:20.543060989Z,read,200,7.647
2026-08-15T09:51:20.544902136Z,read,200,6.024
2026-08-15T09:51:20.519055996Z,read,200,32.055
2026-08-15T09:51:20.513634825Z,read,200,38.015
2026-08-15T09:51:20.517216207Z,read,200,34.637
2026-08-15T09:51:20.529521774Z,read,200,22.528
2026-08-15T09:51:20.522826393Z,read,200,29.861
2026-08-15T09:51:20.541950144Z,read,200,10.953
2026-08-15T09:51:20.546110413Z,read,200,6.984
2026-08-15T09:51:20.544750329Z,read,200,15.819
2026-08-15T09:51:20.54870257Z,read,200,12.739
2026-08-15T09:51:20.552929726Z,write,201,19.900
2026-08-15T09:51:20.550724889Z,write,201,22.301
2026-08-15T09:51:20.552704658Z,write,201,20.492
2026-08-15T09:51:20.551868558Z,write,201,21.705
2026-08-15T09:51:20.553105027Z,read,200,29.610
2026-08-15T09:51:20.550374537Z,write,201,35.709
2026-08-15T09:51:20.560599731Z,write,201,25.610
2026-08-15T09:51:20.551121595Z,read,200,35.277
2026-08-15T09:51:20.547720298Z,read,200,38.796
2026-08-15T09:51:20.550938092Z,read,200,36.394
2026-08-15T09:51:20.550545673Z,read,200,37.018
2026-08-15T09:51:20.551661924Z,read,200,36.302
2026-08-15T09:51:20.552061147Z,read,200,35.969
2026-08-15T09:51:20.561457133Z,read,200,34.997
2026-08-15T09:51:20.573587511Z,read,200,24.074
2026-08-15T09:51:20.573213603Z,write,201,24.783
2026-08-15T09:51:20.573048226Z,write,201,24.949
2026-08-15T09:51:20.572854374Z,read,200,27.700
2026-08-15T09:51:20.582744893Z,read,200,18.153
2026-08-15T09:51:20.586410901Z,read,200,15.371
2026-08-15T09:51:20.586119047Z,write,201,16.302
2026-08-15T09:51:20.587354185Z,write,201,16.152
2026-08-15T09:51:20.597688267Z,write,201,10.262
2026-08-15T09:51:20.588038586Z,read,200,23.920
2026-08-15T09:51:20.586220505Z,read,200,25.960
2026-08-15T09:51:20.587976428Z,read,200,26.123
2026-08-15T09:51:20.586526436Z,read,200,27.585
2026-08-15T09:51:20.587649958Z,read,200,26.810
2026-08-15T09:51:20.596500156Z,write,201,19.918
2026-08-15T09:51:20.598009733Z,read,200,19.928
2026-08-15T09:51:20.598053933Z,read,200,20.512
2026-08-15T09:51:20.600567822Z,read,200,18.063
2026-08-15T09:51:20.601801504Z,write,201,18.666
2026-08-15T09:51:20.60796537Z,read,200,12.963
2026-08-15T09:51:20.602434884Z,read,200,19.147
2026-08-15T09:51:20.600909237Z,read,200,22.361
2026-08-15T09:51:20.614123177Z,write,201,13.318
2026-08-15T09:51:20.621604255Z,write,201,9.339
2026-08-15T09:51:20.603518457Z,read,200,28.003
2026-08-15T09:51:20.614120582Z,read,200,17.654
2026-08-15T09:51:20.61447252Z,read,200,17.517
2026-08-15T09:51:20.612192181Z,read,200,20.061
2026-08-15T09:51:20.620940822Z,read,200,12.014
2026-08-15T09:51:20.618579311Z,read,200,14.634
2026-08-15T09:51:20.617951624Z,read,200,15.996
2026-08-15T09:51:20.618640176Z,read,200,16.685
2026-08-15T09:51:20.611975623Z,read,200,23.527
2026-08-15T09:51:20.620480272Z,read,200,16.168
2026-08-15T09:51:20.623336475Z,read,200,13.476
2026-08-15T09:51:20.616537675Z,read,200,20.962
2026-08-15T09:51:20.630977738Z,write,201,16.306
2026-08-15T09:51:20.633230564Z,write,201,15.159
2026-08-15T09:51:20.632984337Z,write,201,15.532
2026-08-15T09:51:20.632001573Z,read,200,18.553
2026-08-15T09:51:20.633960135Z,read,200,16.667
2026-08-15T09:51:20.631535261Z,read,200,19.177
2026-08-15T09:51:20.631787186Z,read,200,20.363
2026-08-15T09:51:20.632265154Z,read,200,20.114
2026-08-15T09:51:20.627456789Z,read,200,25.409
2026-08-15T09:51:20.636830862Z,write,201,24.512
2026-08-15T09:51:20.648414578Z,write,201,13.093
2026-08-15T09:51:20.637515427Z,read,200,26.420
2026-08-15T09:51:20.636661245Z,read,200,31.764
2026-08-15T09:51:20.635337468Z,read,200,33.283
2026-08-15T09:51:20.650644333Z,write,201,20.338
2026-08-15T09:51:20.650725901Z,write,201,20.259
2026-08-15T09:51:20.652390614Z,read,200,20.305
2026-08-15T09:51:20.652877989Z,read,200,19.826
2026-08-15T09:51:20.635513888Z,read,200,37.392
2026-08-15T09:51:20.648526021Z,read,200,24.381
2026-08-15T09:51:20.652163164Z,read,200,22.258
2026-08-15T09:51:20.6505671Z,read,200,23.877
2026-08-15T09:51:20.64732437Z,read,200,27.287
2026-08-15T09:51:20.663961738Z,write,201,13.019
2026-08-15T09:51:20.668442027Z,read,200,11.285
2026-08-15T09:51:20.661365024Z,read,200,18.369
2026-08-15T09:51:20.661522509Z,read,200,19.456
2026-08-15T09:51:20.671006961Z,write,201,10.082
2026-08-15T09:51:20.671006965Z,write,201,17.259
2026-08-15T09:51:20.672720621Z,write,201,21.078
2026-08-15T09:51:20.674440322Z,write,201,19.545
2026-08-15T09:51:20.672916445Z,read,200,23.331
2026-08-15T09:51:20.67445378Z,read,200,22.503
2026-08-15T09:51:20.668645412Z,read,200,29.516
2026-08-15T09:51:20.693820383Z,read,200,5.299
2026-08-15T09:51:20.672708128Z,read,200,26.612
2026-08-15T09:51:20.681098808Z,read,200,18.292
2026-08-15T09:51:20.688328936Z,write,201,11.356
2026-08-15T09:51:20.672918038Z,read,200,28.500
2026-08-15T09:51:20.674621613Z,read,200,26.988
2026-08-15T09:51:20.679743246Z,read,200,22.025
2026-08-15T09:51:20.696981434Z,write,201,9.748
2026-08-15T09:51:20.698188011Z,write,201,12.273
2026-08-15T09:51:20.699332436Z,read,200,13.442
2026-08-15T09:51:20.701429375Z,read,200,11.494
2026-08-15T09:51:20.693997824Z,read,200,18.985
2026-08-15T09:51:20.699696379Z,read,200,13.349
2026-08-15T09:51:20.696263085Z,read,200,16.866
2026-08-15T09:51:20.701786742Z,write,201,13.118
2026-08-15T09:51:20.6991351Z,read,200,19.416
2026-08-15T09:51:20.699405817Z,read,200,19.322
2026-08-15T09:51:20.701621025Z,read,200,21.392
2026-08-15T09:51:20.710531929Z,write,201,14.218
2026-08-15T09:51:20.713151779Z,write,201,15.587
2026-08-15T09:51:20.712812605Z,write,201,16.323
2026-08-15T09:51:20.713059484Z,write,201,21.965
2026-08-15T09:51:20.718590164Z,write,201,18.240
2026-08-15T09:51:20.706749765Z,read,200,31.498
2026-08-15T09:51:20.712934125Z,read,200,27.874
2026-08-15T09:51:20.728769059Z,write,201,12.135
2026-08-15T09:51:20.714920822Z,read,200,26.060
2026-08-15T09:51:20.723024534Z,read,200,18.012
2026-08-15T09:51:20.729148825Z,read,200,12.601
